hcho                   10  0.1000000E-06
hcho                   11  0.4531732E-14
hcho                   12  0.4016287E-14
hcho                   13  0.3547560E-14
hcho                   14  0.3311278E-14
hcho                   15  0.3257141E-14
hcho                   16  0.3433251E-14
hcho                   17  0.3763420E-14
hcho                   18  0.4195752E-14
hcho                   19  0.4824505E-14
hcho                   20  0.6323608E-14
hcho                   21  0.7303764E-14
hcho                   22  0.4696801E-14
hcho                   23  0.1684915E-14
hcho                   24  0.1554169E-14
hcho                   25  0.9350472E-14
hcooh                   1  0.4781182E-11
hcooh                   2  0.4781192E-11
hcooh                   3  0.4781198E-11
hcooh                   4  0.4781204E-11
hcooh                   5  0.4781214E-11
hcooh                   6  0.4781238E-11
hcooh                   7  0.4778579E-11
hcooh                   8  0.4777221E-11
hcooh                   9  0.4770596E-11
hcooh                  10  0.6268967E-12
hcooh                  11  0.5977451E-12
hcooh                  12  0.5033222E-12
hcooh                  13  0.3602265E-12
hcooh                  14  0.2349990E-12
hcooh                  15  0.1471449E-12
hcooh                  16  0.9157797E-13
hcooh                  17  0.5266752E-13
hcooh                  18  0.2728471E-13
hcooh                  19  0.1302583E-13
hcooh                  20  0.1531291E-13
hcooh                  21  0.1880159E-14
hcooh                  22  0.2657640E-15
hcooh                  23  0.2088539E-15
hcooh                  24  0.6481701E-16
hcooh                  25  0.2351927E-16
hoch2o2                 1  0.4353878E-13
hoch2o2                 2  0.4520920E-13
hoch2o2                 3  0.4728565E-13
hoch2o2                 4  0.5077382E-13
hoch2o2                 5  0.5701260E-13
hoch2o2                 6  0.6666894E-13
hoch2o2                 7  0.7470419E-13
hoch2o2                 8  0.3143769E-17
hoch2o2                 9  0.2806014E-17
hoch2o2                10  0.6159237E-21
hoch2o2                11  0.5392952E-17
hoch2o2                12  0.4193357E-17
hoch2o2                13  0.3010740E-17
hoch2o2                14  0.2229618E-17
hoch2o2                15  0.1677677E-17
hoch2o2                16  0.1319511E-17
hoch2o2                17  0.1061817E-17
hoch2o2                18  0.8804587E-18
hoch2o2                19  0.7323051E-18
hoch2o2                20  0.7984773E-18
hoch2o2                21  0.2878337E-18
hoch2o2                22  0.9679415E-19
hoch2o2                23  0.8928006E-19
hoch2o2                24  0.1750587E-18
hoch2o2                25  0.7605752E-18
hoch2oh                 1  0.4148901E-11
hoch2oh                 2  0.4148901E-11
hoch2oh                 3  0.4148901E-11
hoch2oh                 4  0.4148901E-11
hoch2oh                 5  0.4148901E-11
hoch2oh                 6  0.5119511E-08
hoch2oh                 7  0.4148901E-11
hoch2oh                 8  0.4148901E-11
hoch2oh                 9  0.4148901E-11
hoch2oh                10  0.3999124E-22
hoch2oh                11  0.2881976E-22
hoch2oh                12  0.1758120E-22
hoch2oh                13  0.9460074E-23
hoch2oh                14  0.5075619E-23
hoch2oh                15  0.2749423E-23
hoch2oh                16  0.1579437E-23
hoch2oh                17  0.9335119E-24
hoch2oh                18  0.4936449E-24
hoch2oh                19  0.1629659E-24
hoch2oh                20  0.4734487E-25
hoch2oh                21  0.2230956E-25
hoch2oh                22  0.4237509E-27
hoch2oh                23  0.1693702E-28
hoch2oh                24  0.4049919E-29
hoch2oh                25  0.7215296E-28
hoch2ooh                1  0.9999585E-07
hoch2ooh                2  0.9999585E-07
hoch2ooh                3  0.9999585E-07
hoch2ooh                4  0.9999585E-07
hoch2ooh                5  0.9999585E-07
hoch2ooh                6  0.9999585E-07
hoch2ooh                7  0.9999585E-07
hoch2ooh                8  0.9999585E-07
hoch2ooh                9  0.9999585E-07
hoch2ooh               10  0.6195152E-08
hoch2ooh               11  0.6221943E-14
hoch2ooh               12  0.5837812E-14
hoch2ooh               13  0.4663243E-14
hoch2ooh               14  0.3447599E-14
hoch2ooh               15  0.2497703E-14
hoch2ooh               16  0.1842314E-14
hoch2ooh               17  0.1304724E-14
hoch2ooh               18  0.8279121E-15
hoch2ooh               19  0.4772982E-15
hoch2ooh               20  0.7424286E-15
hoch2ooh               21  0.1019446E-15
hoch2ooh               22  0.1857465E-16
hoch2ooh               23  0.2271145E-16
hoch2ooh               24  0.5316519E-17
hoch2ooh               25  0.1232595E-17
hco                     1  0.1732992E-17
hco                     2  0.1728727E-17
hco                     3  0.1729102E-17
hco                     4  0.1735069E-17
hco                     5  0.1747263E-17
hco                     6  0.1767495E-17
hco                     7  0.1782517E-17
hco                     8  0.1844188E-17
hco                     9  0.1802909E-17
hco                    10  0.1907241E-17
hco                    11  0.2095332E-17
hco                    12  0.2303669E-21
hco                    13  0.2616272E-21
hco                    14  0.3288554E-21
hco                    15  0.4534628E-21
hco                    16  0.6927005E-21
hco                    17  0.1134433E-20
hco                    18  0.1964406E-20
hco                    19  0.3662001E-20
hco                    20  0.7930976E-20
hco                    21  0.1432273E-19
hco                    22  0.1563811E-19
hco                    23  0.1161349E-19
hco                    24  0.2309626E-19
hco                    25  0.2506382E-18
